"","sample_id","sample_type","gene_set","gsva_score"
"128","GTEX.13FTW.1226.SM.5LZZ1","Normal","642 NPTR Genes",-0.0718469351138414
"129","GTEX.13FTW.1226.SM.5LZZ1","Normal","301 NPTR Genes",-0.0249219662705491
"130","GTEX.13FTW.1226.SM.5LZZ1","Normal","30 NPTR GOI",0.237866864125107
"131","GTEX.13FTW.1226.SM.5LZZ1","Normal","Liver Genes",-0.0688653863210163
"132","GTEX.13FTW.1226.SM.5LZZ1","Normal","Easophagus Genes",0.3021414323456
"133","GTEX.XQ3S.2526.SM.4BOOG","Normal","Full Gene List",-0.0625654197516192
"134","GTEX.XQ3S.2526.SM.4BOOG","Normal","642 NPTR Genes",0.135367558250604
"135","GTEX.XQ3S.2526.SM.4BOOG","Normal","301 NPTR Genes",0.159482501073871
"136","GTEX.XQ3S.2526.SM.4BOOG","Normal","30 NPTR GOI",-0.148338931411188
"137","GTEX.XQ3S.2526.SM.4BOOG","Normal","Liver Genes",0.0394295602401074
"138","GTEX.XQ3S.2526.SM.4BOOG","Normal","Easophagus Genes",0.323044523626702
"139","GTEX.V955.1826.SM.4JBIL","Normal","Full Gene List",-0.0422427928648457
"140","GTEX.V955.1826.SM.4JBIL","Normal","642 NPTR Genes",-0.00731421295030746
"141","GTEX.V955.1826.SM.4JBIL","Normal","301 NPTR Genes",0.0515294924693784
"142","GTEX.V955.1826.SM.4JBIL","Normal","30 NPTR GOI",-0.272815492331443
"143","GTEX.V955.1826.SM.4JBIL","Normal","Liver Genes",-0.00372996027046729
"144","GTEX.V955.1826.SM.4JBIL","Normal","Easophagus Genes",-0.00871857524315695
"145","GTEX.12ZZZ.2026.SM.5LZWJ","Normal","Full Gene List",0.0426301218838197
"146","GTEX.12ZZZ.2026.SM.5LZWJ","Normal","642 NPTR Genes",-0.0957858878332586
"147","GTEX.12ZZZ.2026.SM.5LZWJ","Normal","301 NPTR Genes",-0.0930475672828165
"148","GTEX.12ZZZ.2026.SM.5LZWJ","Normal","30 NPTR GOI",-0.116109171795543
"149","GTEX.12ZZZ.2026.SM.5LZWJ","Normal","Liver Genes",-0.189493764581456
"150","GTEX.12ZZZ.2026.SM.5LZWJ","Normal","Easophagus Genes",0.379394711029881
"151","GTEX.QMRM.1426.SM.4R1K8","Normal","Full Gene List",-0.0774732159473104
"152","GTEX.QMRM.1426.SM.4R1K8","Normal","642 NPTR Genes",-0.0462966996656881
"153","GTEX.QMRM.1426.SM.4R1K8","Normal","301 NPTR Genes",0.0304176197562092
"154","GTEX.QMRM.1426.SM.4R1K8","Normal","30 NPTR GOI",-0.0578947864418532
"155","GTEX.QMRM.1426.SM.4R1K8","Normal","Liver Genes",0.000282238509543647
"156","GTEX.QMRM.1426.SM.4R1K8","Normal","Easophagus Genes",0.180704418035035
"157","GTEX.145LT.0626.SM.5O99E","Normal","Full Gene List",-0.135201811258435
"158","GTEX.145LT.0626.SM.5O99E","Normal","642 NPTR Genes",0.257096713441873
"159","GTEX.145LT.0626.SM.5O99E","Normal","301 NPTR Genes",0.279715867987889
"160","GTEX.145LT.0626.SM.5O99E","Normal","30 NPTR GOI",0.230211350910708
"161","GTEX.145LT.0626.SM.5O99E","Normal","Liver Genes",0.172388100395055
"162","GTEX.145LT.0626.SM.5O99E","Normal","Easophagus Genes",0.44742218954931
"163","GTEX.YF7O.1926.SM.4W1YQ","Normal","Full Gene List",-0.0962943077325969
"164","GTEX.YF7O.1926.SM.4W1YQ","Normal","642 NPTR Genes",0.18547068829301
"165","GTEX.YF7O.1926.SM.4W1YQ","Normal","301 NPTR Genes",0.207541830599948
"166","GTEX.YF7O.1926.SM.4W1YQ","Normal","30 NPTR GOI",-0.0380349865691232
"167","GTEX.YF7O.1926.SM.4W1YQ","Normal","Liver Genes",-0.128412386416077
"168","GTEX.YF7O.1926.SM.4W1YQ","Normal","Easophagus Genes",0.550315377887021
"169","GTEX.YJ8A.1126.SM.5IFJU","Normal","Full Gene List",-0.101874837262868
"170","GTEX.YJ8A.1126.SM.5IFJU","Normal","642 NPTR Genes",0.128418430559058
"171","GTEX.YJ8A.1126.SM.5IFJU","Normal","301 NPTR Genes",0.13898445718133
"172","GTEX.YJ8A.1126.SM.5IFJU","Normal","30 NPTR GOI",-0.121039250482287
"173","GTEX.YJ8A.1126.SM.5IFJU","Normal","Liver Genes",0.0905626713792413
"174","GTEX.YJ8A.1126.SM.5IFJU","Normal","Easophagus Genes",0.148036081900046
"175","GTEX.Q2AI.1126.SM.48U19","Normal","Full Gene List",-0.0407744305504031
"176","GTEX.Q2AI.1126.SM.48U19","Normal","642 NPTR Genes",0.301341938298965
"177","GTEX.Q2AI.1126.SM.48U19","Normal","301 NPTR Genes",0.320633769314654
"178","GTEX.Q2AI.1126.SM.48U19","Normal","30 NPTR GOI",0.337113719619726
"179","GTEX.Q2AI.1126.SM.48U19","Normal","Liver Genes",0.336424448946851
"180","GTEX.Q2AI.1126.SM.48U19","Normal","Easophagus Genes",0.429996033640907
"181","GTEX.14C5O.2826.SM.5RQI6","Normal","Full Gene List",-0.100226920369386
"182","GTEX.14C5O.2826.SM.5RQI6","Normal","642 NPTR Genes",0.113615134357838
"183","GTEX.14C5O.2826.SM.5RQI6","Normal","301 NPTR Genes",0.067803199201095
"184","GTEX.14C5O.2826.SM.5RQI6","Normal","30 NPTR GOI",-0.284510070782434
"185","GTEX.14C5O.2826.SM.5RQI6","Normal","Liver Genes",0.052900999372223
"186","GTEX.14C5O.2826.SM.5RQI6","Normal","Easophagus Genes",0.106916526239018
"187","GTEX.V1D1.1926.SM.4JBGX","Normal","Full Gene List",-0.116255924611943
"188","GTEX.V1D1.1926.SM.4JBGX","Normal","642 NPTR Genes",0.266817969954446
"189","GTEX.V1D1.1926.SM.4JBGX","Normal","301 NPTR Genes",0.289431906146701
"190","GTEX.V1D1.1926.SM.4JBGX","Normal","30 NPTR GOI",0.269370785471161
"191","GTEX.V1D1.1926.SM.4JBGX","Normal","Liver Genes",0.212897291404073
"192","GTEX.V1D1.1926.SM.4JBGX","Normal","Easophagus Genes",0.489191350681945
"193","GTEX.XAJ8.0626.SM.47JY4","Normal","Full Gene List",-0.019065287220801
"194","GTEX.XAJ8.0626.SM.47JY4","Normal","642 NPTR Genes",-0.040614148921038
"195","GTEX.XAJ8.0626.SM.47JY4","Normal","301 NPTR Genes",0.0613026044281772
"196","GTEX.XAJ8.0626.SM.47JY4","Normal","30 NPTR GOI",-0.251220843060423
"197","GTEX.XAJ8.0626.SM.47JY4","Normal","Liver Genes",0.0434043991044623
"198","GTEX.XAJ8.0626.SM.47JY4","Normal","Easophagus Genes",0.161481469185744
"199","GTEX.13111.1326.SM.5GCNO","Normal","Full Gene List",-0.125248399349026
"200","GTEX.13111.1326.SM.5GCNO","Normal","642 NPTR Genes",0.208595429570184
"201","GTEX.13111.1326.SM.5GCNO","Normal","301 NPTR Genes",0.258657417918916
"202","GTEX.13111.1326.SM.5GCNO","Normal","30 NPTR GOI",0.0555810521941438
"203","GTEX.13111.1326.SM.5GCNO","Normal","Liver Genes",0.190131365267807
"204","GTEX.13111.1326.SM.5GCNO","Normal","Easophagus Genes",0.631165949289104
"205","GTEX.RM2N.1126.SM.48FCY","Normal","Full Gene List",-0.0539082806167186
"206","GTEX.RM2N.1126.SM.48FCY","Normal","642 NPTR Genes",0.211546685706123
"207","GTEX.RM2N.1126.SM.48FCY","Normal","301 NPTR Genes",0.292752766238564
"208","GTEX.RM2N.1126.SM.48FCY","Normal","30 NPTR GOI",0.0718268301315564
"209","GTEX.RM2N.1126.SM.48FCY","Normal","Liver Genes",0.36477071136649
"210","GTEX.RM2N.1126.SM.48FCY","Normal","Easophagus Genes",0.339399343104035
"211","GTEX.T8EM.1826.SM.4DM7F","Normal","Full Gene List",-0.0408868218610285
"212","GTEX.T8EM.1826.SM.4DM7F","Normal","642 NPTR Genes",0.150479227366109
"213","GTEX.T8EM.1826.SM.4DM7F","Normal","301 NPTR Genes",0.281677977157064
"214","GTEX.T8EM.1826.SM.4DM7F","Normal","30 NPTR GOI",0.00250804832027482
"215","GTEX.T8EM.1826.SM.4DM7F","Normal","Liver Genes",0.341941791972224
"216","GTEX.T8EM.1826.SM.4DM7F","Normal","Easophagus Genes",0.118239030012584
"217","GTEX.ZY6K.1526.SM.5GZXE","Normal","Full Gene List",-0.105943671511084
"218","GTEX.ZY6K.1526.SM.5GZXE","Normal","642 NPTR Genes",0.192037220293074
"219","GTEX.ZY6K.1526.SM.5GZXE","Normal","301 NPTR Genes",0.177798011260825
"220","GTEX.ZY6K.1526.SM.5GZXE","Normal","30 NPTR GOI",-0.0821165083170021
"221","GTEX.ZY6K.1526.SM.5GZXE","Normal","Liver Genes",0.0695218384680576
"222","GTEX.ZY6K.1526.SM.5GZXE","Normal","Easophagus Genes",0.350277125591785
"223","GTEX.OOBK.2025.SM.3LK5S","Normal","Full Gene List",-0.0823759555706496
"224","GTEX.OOBK.2025.SM.3LK5S","Normal","642 NPTR Genes",0.19307985173704
"225","GTEX.OOBK.2025.SM.3LK5S","Normal","301 NPTR Genes",0.0647207492946861
"226","GTEX.OOBK.2025.SM.3LK5S","Normal","30 NPTR GOI",-0.114219401337814
"227","GTEX.OOBK.2025.SM.3LK5S","Normal","Liver Genes",0.0367875660870975
"228","GTEX.OOBK.2025.SM.3LK5S","Normal","Easophagus Genes",0.432823776094524
"229","GTEX.XPVG.2026.SM.4B65E","Normal","Full Gene List",0.00155971938039379
"230","GTEX.XPVG.2026.SM.4B65E","Normal","642 NPTR Genes",0.165120163063939
"231","GTEX.XPVG.2026.SM.4B65E","Normal","301 NPTR Genes",0.188598200926687
"232","GTEX.XPVG.2026.SM.4B65E","Normal","30 NPTR GOI",0.222140895628214
"233","GTEX.XPVG.2026.SM.4B65E","Normal","Liver Genes",0.0282410306412554
"234","GTEX.XPVG.2026.SM.4B65E","Normal","Easophagus Genes",0.463553982296364
"235","GTEX.S4Q7.1026.SM.4AD75","Normal","Full Gene List",-0.225496737623155
"236","GTEX.S4Q7.1026.SM.4AD75","Normal","642 NPTR Genes",0.288615810201928
"237","GTEX.S4Q7.1026.SM.4AD75","Normal","301 NPTR Genes",0.259159523878786
"238","GTEX.S4Q7.1026.SM.4AD75","Normal","30 NPTR GOI",0.366352621896507
"239","GTEX.S4Q7.1026.SM.4AD75","Normal","Liver Genes",0.223791054593006
"240","GTEX.S4Q7.1026.SM.4AD75","Normal","Easophagus Genes",0.506514504353101
"241","GTEX.U412.2026.SM.4DXSI","Normal","Full Gene List",-0.0521343721486972
"242","GTEX.U412.2026.SM.4DXSI","Normal","642 NPTR Genes",0.228497358215309
"243","GTEX.U412.2026.SM.4DXSI","Normal","301 NPTR Genes",0.301024954359569
"244","GTEX.U412.2026.SM.4DXSI","Normal","30 NPTR GOI",0.134365661153958
"245","GTEX.U412.2026.SM.4DXSI","Normal","Liver Genes",0.18721406545794
"246","GTEX.U412.2026.SM.4DXSI","Normal","Easophagus Genes",0.638159710890024
"247","GTEX.11P82.1126.SM.5BC5K","Normal","Full Gene List",-0.0583665989968659
"248","GTEX.11P82.1126.SM.5BC5K","Normal","642 NPTR Genes",-0.0847420639574074
"249","GTEX.11P82.1126.SM.5BC5K","Normal","301 NPTR Genes",-0.0425987237878109
"250","GTEX.11P82.1126.SM.5BC5K","Normal","30 NPTR GOI",-0.374920836608023
"251","GTEX.11P82.1126.SM.5BC5K","Normal","Liver Genes",-0.129741927913141
"252","GTEX.11P82.1126.SM.5BC5K","Normal","Easophagus Genes",0.15852323514742
"253","GTEX.X5EB.1826.SM.4E3K8","Normal","Full Gene List",-0.161021369987515
"254","GTEX.X5EB.1826.SM.4E3K8","Normal","642 NPTR Genes",0.0453582668532547
"255","GTEX.X5EB.1826.SM.4E3K8","Normal","301 NPTR Genes",-0.0970993361348059
"256","GTEX.X5EB.1826.SM.4E3K8","Normal","30 NPTR GOI",-0.131343044745573
"257","GTEX.X5EB.1826.SM.4E3K8","Normal","Liver Genes",-0.107572448363163
"258","GTEX.X5EB.1826.SM.4E3K8","Normal","Easophagus Genes",0.0954085829344025
"259","GTEX.11NSD.0826.SM.5986S","Normal","Full Gene List",-0.017145904289989
"260","GTEX.11NSD.0826.SM.5986S","Normal","642 NPTR Genes",0.0174546817522361
"261","GTEX.11NSD.0826.SM.5986S","Normal","301 NPTR Genes",0.157143532033035
"262","GTEX.11NSD.0826.SM.5986S","Normal","30 NPTR GOI",-0.270668839211251
"263","GTEX.11NSD.0826.SM.5986S","Normal","Liver Genes",0.149300923293007
"264","GTEX.11NSD.0826.SM.5986S","Normal","Easophagus Genes",-0.0399794830535225
"265","GTEX.1399T.1226.SM.5P9J5","Normal","Full Gene List",-0.0226851635627265
"266","GTEX.1399T.1226.SM.5P9J5","Normal","642 NPTR Genes",-0.0591818560890481
"267","GTEX.1399T.1226.SM.5P9J5","Normal","301 NPTR Genes",-0.0540784964289178
"268","GTEX.1399T.1226.SM.5P9J5","Normal","30 NPTR GOI",-0.169198226717316
"269","GTEX.1399T.1226.SM.5P9J5","Normal","Liver Genes",-0.0284849306227802
"270","GTEX.1399T.1226.SM.5P9J5","Normal","Easophagus Genes",-0.260484074264177
"271","GTEX.WK11.2626.SM.4OOSK","Normal","Full Gene List",-0.0514120750861906
"272","GTEX.WK11.2626.SM.4OOSK","Normal","642 NPTR Genes",0.102491621791603
"273","GTEX.WK11.2626.SM.4OOSK","Normal","301 NPTR Genes",0.0511241393065561
"274","GTEX.WK11.2626.SM.4OOSK","Normal","30 NPTR GOI",-0.238256313534691
"275","GTEX.WK11.2626.SM.4OOSK","Normal","Liver Genes",0.00526859396437949
"276","GTEX.WK11.2626.SM.4OOSK","Normal","Easophagus Genes",0.103656058332736
"277","GTEX.XOTO.2826.SM.4B65I","Normal","Full Gene List",-0.167935314994477
"278","GTEX.XOTO.2826.SM.4B65I","Normal","642 NPTR Genes",0.232657907469034
"279","GTEX.XOTO.2826.SM.4B65I","Normal","301 NPTR Genes",0.257917292699223
"280","GTEX.XOTO.2826.SM.4B65I","Normal","30 NPTR GOI",0.113395711731746
"281","GTEX.XOTO.2826.SM.4B65I","Normal","Liver Genes",0.187315790127128
"282","GTEX.XOTO.2826.SM.4B65I","Normal","Easophagus Genes",0.415485724534292
"283","GTEX.13G51.2326.SM.5LZXV","Normal","Full Gene List",-0.00619007032732871
"284","GTEX.13G51.2326.SM.5LZXV","Normal","642 NPTR Genes",0.00851908390861225
"285","GTEX.13G51.2326.SM.5LZXV","Normal","301 NPTR Genes",-0.00166691777853981
"286","GTEX.13G51.2326.SM.5LZXV","Normal","30 NPTR GOI",-0.212728860314285
"287","GTEX.13G51.2326.SM.5LZXV","Normal","Liver Genes",0.0967629115405247
"288","GTEX.13G51.2326.SM.5LZXV","Normal","Easophagus Genes",-0.190719066193492
"289","GTEX.WZTO.0926.SM.4PQZ3","Normal","Full Gene List",-0.0849814771012005
"290","GTEX.WZTO.0926.SM.4PQZ3","Normal","642 NPTR Genes",0.141154402558763
"291","GTEX.WZTO.0926.SM.4PQZ3","Normal","301 NPTR Genes",0.120997093405355
"292","GTEX.WZTO.0926.SM.4PQZ3","Normal","30 NPTR GOI",0.145039801674699
"293","GTEX.WZTO.0926.SM.4PQZ3","Normal","Liver Genes",0.11521340197177
"294","GTEX.WZTO.0926.SM.4PQZ3","Normal","Easophagus Genes",0.140965190998875
"295","GTEX.XGQ4.1826.SM.4AT6F","Normal","Full Gene List",-0.113235108608822
"296","GTEX.XGQ4.1826.SM.4AT6F","Normal","642 NPTR Genes",-0.00658876580965316
"297","GTEX.XGQ4.1826.SM.4AT6F","Normal","301 NPTR Genes",-0.0546927226232955
"298","GTEX.XGQ4.1826.SM.4AT6F","Normal","30 NPTR GOI",-0.303822247264099
"299","GTEX.XGQ4.1826.SM.4AT6F","Normal","Liver Genes",-0.0449711253490886
"300","GTEX.XGQ4.1826.SM.4AT6F","Normal","Easophagus Genes",0.0800911014413393
